REGION,FUEL,TIMESLICE,YEAR,VALUE
REGION1,AGRDSL,SEA1D,2020,0
REGION1,AGRDSL,SEA1N,2020,0
REGION1,AGRDSL,SEA2D,2020,0
REGION1,AGRDSL,SEA2N,2020,0
REGION1,AGRDSL,SEA3D,2020,0
REGION1,AGRDSL,SEA3N,2020,0
REGION1,AGRDSL,SEA4D,2020,0
REGION1,AGRDSL,SEA4N,2020,0
REGION1,AGRELCB02,SEA1D,2020,0.15
REGION1,AGRELCB02,SEA1N,2020,0.08
REGION1,AGRELCB02,SEA2D,2020,0.16
REGION1,AGRELCB02,SEA2N,2020,0.07
REGION1,AGRELCB02,SEA3D,2020,0.12
REGION1,AGRELCB02,SEA3N,2020,0.13
REGION1,AGRELCB02,SEA4D,2020,0.13
REGION1,AGRELCB02,SEA4N,2020,0.16
REGION1,AGRNGS,SEA1D,2020,0
REGION1,AGRNGS,SEA1N,2020,0
REGION1,AGRNGS,SEA2D,2020,0
REGION1,AGRNGS,SEA2N,2020,0
REGION1,AGRNGS,SEA3D,2020,0
REGION1,AGRNGS,SEA3N,2020,0
REGION1,AGRNGS,SEA4D,2020,0
REGION1,AGRNGS,SEA4N,2020,0
REGION1,AGRWATBC1,SEA1D,2020,0
REGION1,AGRWATBC1,SEA1N,2020,0
REGION1,AGRWATBC1,SEA2D,2020,0
REGION1,AGRWATBC1,SEA2N,2020,0
REGION1,AGRWATBC1,SEA3D,2020,0
REGION1,AGRWATBC1,SEA3N,2020,0
REGION1,AGRWATBC1,SEA4D,2020,0
REGION1,AGRWATBC1,SEA4N,2020,0
REGION1,BIO,SEA1D,2020,0
REGION1,BIO,SEA1N,2020,0
REGION1,BIO,SEA2D,2020,0
REGION1,BIO,SEA2N,2020,0
REGION1,BIO,SEA3D,2020,0
REGION1,BIO,SEA3N,2020,0
REGION1,BIO,SEA4D,2020,0
REGION1,BIO,SEA4N,2020,0
REGION1,COA,SEA1D,2020,0
REGION1,COA,SEA1N,2020,0
REGION1,COA,SEA2D,2020,0
REGION1,COA,SEA2N,2020,0
REGION1,COA,SEA3D,2020,0
REGION1,COA,SEA3N,2020,0
REGION1,COA,SEA4D,2020,0
REGION1,COA,SEA4N,2020,0
REGION1,COMBIO,SEA1D,2020,0
REGION1,COMBIO,SEA1N,2020,0
REGION1,COMBIO,SEA2D,2020,0
REGION1,COMBIO,SEA2N,2020,0
REGION1,COMBIO,SEA3D,2020,0
REGION1,COMBIO,SEA3N,2020,0
REGION1,COMBIO,SEA4D,2020,0
REGION1,COMBIO,SEA4N,2020,0
REGION1,COMELCB02,SEA1D,2020,0.15
REGION1,COMELCB02,SEA1N,2020,0.08
REGION1,COMELCB02,SEA2D,2020,0.16
REGION1,COMELCB02,SEA2N,2020,0.07
REGION1,COMELCB02,SEA3D,2020,0.12
REGION1,COMELCB02,SEA3N,2020,0.13
REGION1,COMELCB02,SEA4D,2020,0.13
REGION1,COMELCB02,SEA4N,2020,0.16
REGION1,COMKER,SEA1D,2020,0
REGION1,COMKER,SEA1N,2020,0
REGION1,COMKER,SEA2D,2020,0
REGION1,COMKER,SEA2N,2020,0
REGION1,COMKER,SEA3D,2020,0
REGION1,COMKER,SEA3N,2020,0
REGION1,COMKER,SEA4D,2020,0
REGION1,COMKER,SEA4N,2020,0
REGION1,COMNGS,SEA1D,2020,0
REGION1,COMNGS,SEA1N,2020,0
REGION1,COMNGS,SEA2D,2020,0
REGION1,COMNGS,SEA2N,2020,0
REGION1,COMNGS,SEA3D,2020,0
REGION1,COMNGS,SEA3N,2020,0
REGION1,COMNGS,SEA4D,2020,0
REGION1,COMNGS,SEA4N,2020,0
REGION1,CRPALF,SEA1D,2020,0
REGION1,CRPALF,SEA1N,2020,0
REGION1,CRPALF,SEA2D,2020,0
REGION1,CRPALF,SEA2N,2020,0
REGION1,CRPALF,SEA3D,2020,0
REGION1,CRPALF,SEA3N,2020,0
REGION1,CRPALF,SEA4D,2020,0
REGION1,CRPALF,SEA4N,2020,0
REGION1,CRPBRL,SEA1D,2020,0
REGION1,CRPBRL,SEA1N,2020,0
REGION1,CRPBRL,SEA2D,2020,0
REGION1,CRPBRL,SEA2N,2020,0
REGION1,CRPBRL,SEA3D,2020,0
REGION1,CRPBRL,SEA3N,2020,0
REGION1,CRPBRL,SEA4D,2020,0
REGION1,CRPBRL,SEA4N,2020,0
REGION1,CRPMAI,SEA1D,2020,0
REGION1,CRPMAI,SEA1N,2020,0
REGION1,CRPMAI,SEA2D,2020,0
REGION1,CRPMAI,SEA2N,2020,0
REGION1,CRPMAI,SEA3D,2020,0
REGION1,CRPMAI,SEA3N,2020,0
REGION1,CRPMAI,SEA4D,2020,0
REGION1,CRPMAI,SEA4N,2020,0
REGION1,CRPOAT,SEA1D,2020,0
REGION1,CRPOAT,SEA1N,2020,0
REGION1,CRPOAT,SEA2D,2020,0
REGION1,CRPOAT,SEA2N,2020,0
REGION1,CRPOAT,SEA3D,2020,0
REGION1,CRPOAT,SEA3N,2020,0
REGION1,CRPOAT,SEA4D,2020,0
REGION1,CRPOAT,SEA4N,2020,0
REGION1,CRPOTH,SEA1D,2020,0
REGION1,CRPOTH,SEA1N,2020,0
REGION1,CRPOTH,SEA2D,2020,0
REGION1,CRPOTH,SEA2N,2020,0
REGION1,CRPOTH,SEA3D,2020,0
REGION1,CRPOTH,SEA3N,2020,0
REGION1,CRPOTH,SEA4D,2020,0
REGION1,CRPOTH,SEA4N,2020,0
REGION1,CRPPEA,SEA1D,2020,0
REGION1,CRPPEA,SEA1N,2020,0
REGION1,CRPPEA,SEA2D,2020,0
REGION1,CRPPEA,SEA2N,2020,0
REGION1,CRPPEA,SEA3D,2020,0
REGION1,CRPPEA,SEA3N,2020,0
REGION1,CRPPEA,SEA4D,2020,0
REGION1,CRPPEA,SEA4N,2020,0
REGION1,CRPPTW,SEA1D,2020,0
REGION1,CRPPTW,SEA1N,2020,0
REGION1,CRPPTW,SEA2D,2020,0
REGION1,CRPPTW,SEA2N,2020,0
REGION1,CRPPTW,SEA3D,2020,0
REGION1,CRPPTW,SEA3N,2020,0
REGION1,CRPPTW,SEA4D,2020,0
REGION1,CRPPTW,SEA4N,2020,0
REGION1,CRPRAP,SEA1D,2020,0
REGION1,CRPRAP,SEA1N,2020,0
REGION1,CRPRAP,SEA2D,2020,0
REGION1,CRPRAP,SEA2N,2020,0
REGION1,CRPRAP,SEA3D,2020,0
REGION1,CRPRAP,SEA3N,2020,0
REGION1,CRPRAP,SEA4D,2020,0
REGION1,CRPRAP,SEA4N,2020,0
REGION1,CRPRYE,SEA1D,2020,0
REGION1,CRPRYE,SEA1N,2020,0
REGION1,CRPRYE,SEA2D,2020,0
REGION1,CRPRYE,SEA2N,2020,0
REGION1,CRPRYE,SEA3D,2020,0
REGION1,CRPRYE,SEA3N,2020,0
REGION1,CRPRYE,SEA4D,2020,0
REGION1,CRPRYE,SEA4N,2020,0
REGION1,CRPWHE,SEA1D,2020,0
REGION1,CRPWHE,SEA1N,2020,0
REGION1,CRPWHE,SEA2D,2020,0
REGION1,CRPWHE,SEA2N,2020,0
REGION1,CRPWHE,SEA3D,2020,0
REGION1,CRPWHE,SEA3N,2020,0
REGION1,CRPWHE,SEA4D,2020,0
REGION1,CRPWHE,SEA4N,2020,0
REGION1,CRU,SEA1D,2020,0
REGION1,CRU,SEA1N,2020,0
REGION1,CRU,SEA2D,2020,0
REGION1,CRU,SEA2N,2020,0
REGION1,CRU,SEA3D,2020,0
REGION1,CRU,SEA3N,2020,0
REGION1,CRU,SEA4D,2020,0
REGION1,CRU,SEA4N,2020,0
REGION1,DSL,SEA1D,2020,0
REGION1,DSL,SEA1N,2020,0
REGION1,DSL,SEA2D,2020,0
REGION1,DSL,SEA2N,2020,0
REGION1,DSL,SEA3D,2020,0
REGION1,DSL,SEA3N,2020,0
REGION1,DSL,SEA4D,2020,0
REGION1,DSL,SEA4N,2020,0
REGION1,ELCB01,SEA1D,2020,0
REGION1,ELCB01,SEA1N,2020,0
REGION1,ELCB01,SEA2D,2020,0
REGION1,ELCB01,SEA2N,2020,0
REGION1,ELCB01,SEA3D,2020,0
REGION1,ELCB01,SEA3N,2020,0
REGION1,ELCB01,SEA4D,2020,0
REGION1,ELCB01,SEA4N,2020,0
REGION1,ELCB02,SEA1D,2020,0
REGION1,ELCB02,SEA1N,2020,0
REGION1,ELCB02,SEA2D,2020,0
REGION1,ELCB02,SEA2N,2020,0
REGION1,ELCB02,SEA3D,2020,0
REGION1,ELCB02,SEA3N,2020,0
REGION1,ELCB02,SEA4D,2020,0
REGION1,ELCB02,SEA4N,2020,0
REGION1,GEO,SEA1D,2020,0
REGION1,GEO,SEA1N,2020,0
REGION1,GEO,SEA2D,2020,0
REGION1,GEO,SEA2N,2020,0
REGION1,GEO,SEA3D,2020,0
REGION1,GEO,SEA3N,2020,0
REGION1,GEO,SEA4D,2020,0
REGION1,GEO,SEA4N,2020,0
REGION1,GSL,SEA1D,2020,0
REGION1,GSL,SEA1N,2020,0
REGION1,GSL,SEA2D,2020,0
REGION1,GSL,SEA2N,2020,0
REGION1,GSL,SEA3D,2020,0
REGION1,GSL,SEA3N,2020,0
REGION1,GSL,SEA4D,2020,0
REGION1,GSL,SEA4N,2020,0
REGION1,HFO,SEA1D,2020,0
REGION1,HFO,SEA1N,2020,0
REGION1,HFO,SEA2D,2020,0
REGION1,HFO,SEA2N,2020,0
REGION1,HFO,SEA3D,2020,0
REGION1,HFO,SEA3N,2020,0
REGION1,HFO,SEA4D,2020,0
REGION1,HFO,SEA4N,2020,0
REGION1,HYD,SEA1D,2020,0
REGION1,HYD,SEA1N,2020,0
REGION1,HYD,SEA2D,2020,0
REGION1,HYD,SEA2N,2020,0
REGION1,HYD,SEA3D,2020,0
REGION1,HYD,SEA3N,2020,0
REGION1,HYD,SEA4D,2020,0
REGION1,HYD,SEA4N,2020,0
REGION1,INDBIO,SEA1D,2020,0
REGION1,INDBIO,SEA1N,2020,0
REGION1,INDBIO,SEA2D,2020,0
REGION1,INDBIO,SEA2N,2020,0
REGION1,INDBIO,SEA3D,2020,0
REGION1,INDBIO,SEA3N,2020,0
REGION1,INDBIO,SEA4D,2020,0
REGION1,INDBIO,SEA4N,2020,0
REGION1,INDDSL,SEA1D,2020,0
REGION1,INDDSL,SEA1N,2020,0
REGION1,INDDSL,SEA2D,2020,0
REGION1,INDDSL,SEA2N,2020,0
REGION1,INDDSL,SEA3D,2020,0
REGION1,INDDSL,SEA3N,2020,0
REGION1,INDDSL,SEA4D,2020,0
REGION1,INDDSL,SEA4N,2020,0
REGION1,INDELCB02,SEA1D,2020,0.15
REGION1,INDELCB02,SEA1N,2020,0.08
REGION1,INDELCB02,SEA2D,2020,0.16
REGION1,INDELCB02,SEA2N,2020,0.07
REGION1,INDELCB02,SEA3D,2020,0.12
REGION1,INDELCB02,SEA3N,2020,0.13
REGION1,INDELCB02,SEA4D,2020,0.13
REGION1,INDELCB02,SEA4N,2020,0.16
REGION1,INDNGS,SEA1D,2020,0
REGION1,INDNGS,SEA1N,2020,0
REGION1,INDNGS,SEA2D,2020,0
REGION1,INDNGS,SEA2N,2020,0
REGION1,INDNGS,SEA3D,2020,0
REGION1,INDNGS,SEA3N,2020,0
REGION1,INDNGS,SEA4D,2020,0
REGION1,INDNGS,SEA4N,2020,0
REGION1,JFL,SEA1D,2020,0
REGION1,JFL,SEA1N,2020,0
REGION1,JFL,SEA2D,2020,0
REGION1,JFL,SEA2N,2020,0
REGION1,JFL,SEA3D,2020,0
REGION1,JFL,SEA3N,2020,0
REGION1,JFL,SEA4D,2020,0
REGION1,JFL,SEA4N,2020,0
REGION1,KER,SEA1D,2020,0
REGION1,KER,SEA1N,2020,0
REGION1,KER,SEA2D,2020,0
REGION1,KER,SEA2N,2020,0
REGION1,KER,SEA3D,2020,0
REGION1,KER,SEA3N,2020,0
REGION1,KER,SEA4D,2020,0
REGION1,KER,SEA4N,2020,0
REGION1,LALFHIBC1,SEA1D,2020,0
REGION1,LALFHIBC1,SEA1N,2020,0
REGION1,LALFHIBC1,SEA2D,2020,0
REGION1,LALFHIBC1,SEA2N,2020,0
REGION1,LALFHIBC1,SEA3D,2020,0
REGION1,LALFHIBC1,SEA3N,2020,0
REGION1,LALFHIBC1,SEA4D,2020,0
REGION1,LALFHIBC1,SEA4N,2020,0
REGION1,LALFHRBC1,SEA1D,2020,0
REGION1,LALFHRBC1,SEA1N,2020,0
REGION1,LALFHRBC1,SEA2D,2020,0
REGION1,LALFHRBC1,SEA2N,2020,0
REGION1,LALFHRBC1,SEA3D,2020,0
REGION1,LALFHRBC1,SEA3N,2020,0
REGION1,LALFHRBC1,SEA4D,2020,0
REGION1,LALFHRBC1,SEA4N,2020,0
REGION1,LALFIIBC1,SEA1D,2020,0
REGION1,LALFIIBC1,SEA1N,2020,0
REGION1,LALFIIBC1,SEA2D,2020,0
REGION1,LALFIIBC1,SEA2N,2020,0
REGION1,LALFIIBC1,SEA3D,2020,0
REGION1,LALFIIBC1,SEA3N,2020,0
REGION1,LALFIIBC1,SEA4D,2020,0
REGION1,LALFIIBC1,SEA4N,2020,0
REGION1,LALFIRBC1,SEA1D,2020,0
REGION1,LALFIRBC1,SEA1N,2020,0
REGION1,LALFIRBC1,SEA2D,2020,0
REGION1,LALFIRBC1,SEA2N,2020,0
REGION1,LALFIRBC1,SEA3D,2020,0
REGION1,LALFIRBC1,SEA3N,2020,0
REGION1,LALFIRBC1,SEA4D,2020,0
REGION1,LALFIRBC1,SEA4N,2020,0
REGION1,LALFLRBC1,SEA1D,2020,0
REGION1,LALFLRBC1,SEA1N,2020,0
REGION1,LALFLRBC1,SEA2D,2020,0
REGION1,LALFLRBC1,SEA2N,2020,0
REGION1,LALFLRBC1,SEA3D,2020,0
REGION1,LALFLRBC1,SEA3N,2020,0
REGION1,LALFLRBC1,SEA4D,2020,0
REGION1,LALFLRBC1,SEA4N,2020,0
REGION1,LBARBC1,SEA1D,2020,0
REGION1,LBARBC1,SEA1N,2020,0
REGION1,LBARBC1,SEA2D,2020,0
REGION1,LBARBC1,SEA2N,2020,0
REGION1,LBARBC1,SEA3D,2020,0
REGION1,LBARBC1,SEA3N,2020,0
REGION1,LBARBC1,SEA4D,2020,0
REGION1,LBARBC1,SEA4N,2020,0
REGION1,LBC1,SEA1D,2020,0
REGION1,LBC1,SEA1N,2020,0
REGION1,LBC1,SEA2D,2020,0
REGION1,LBC1,SEA2N,2020,0
REGION1,LBC1,SEA3D,2020,0
REGION1,LBC1,SEA3N,2020,0
REGION1,LBC1,SEA4D,2020,0
REGION1,LBC1,SEA4N,2020,0
REGION1,LBLTBC1,SEA1D,2020,0
REGION1,LBLTBC1,SEA1N,2020,0
REGION1,LBLTBC1,SEA2D,2020,0
REGION1,LBLTBC1,SEA2N,2020,0
REGION1,LBLTBC1,SEA3D,2020,0
REGION1,LBLTBC1,SEA3N,2020,0
REGION1,LBLTBC1,SEA4D,2020,0
REGION1,LBLTBC1,SEA4N,2020,0
REGION1,LBRLHIBC1,SEA1D,2020,0
REGION1,LBRLHIBC1,SEA1N,2020,0
REGION1,LBRLHIBC1,SEA2D,2020,0
REGION1,LBRLHIBC1,SEA2N,2020,0
REGION1,LBRLHIBC1,SEA3D,2020,0
REGION1,LBRLHIBC1,SEA3N,2020,0
REGION1,LBRLHIBC1,SEA4D,2020,0
REGION1,LBRLHIBC1,SEA4N,2020,0
REGION1,LBRLHRBC1,SEA1D,2020,0
REGION1,LBRLHRBC1,SEA1N,2020,0
REGION1,LBRLHRBC1,SEA2D,2020,0
REGION1,LBRLHRBC1,SEA2N,2020,0
REGION1,LBRLHRBC1,SEA3D,2020,0
REGION1,LBRLHRBC1,SEA3N,2020,0
REGION1,LBRLHRBC1,SEA4D,2020,0
REGION1,LBRLHRBC1,SEA4N,2020,0
REGION1,LBRLIIBC1,SEA1D,2020,0
REGION1,LBRLIIBC1,SEA1N,2020,0
REGION1,LBRLIIBC1,SEA2D,2020,0
REGION1,LBRLIIBC1,SEA2N,2020,0
REGION1,LBRLIIBC1,SEA3D,2020,0
REGION1,LBRLIIBC1,SEA3N,2020,0
REGION1,LBRLIIBC1,SEA4D,2020,0
REGION1,LBRLIIBC1,SEA4N,2020,0
REGION1,LBRLIRBC1,SEA1D,2020,0
REGION1,LBRLIRBC1,SEA1N,2020,0
REGION1,LBRLIRBC1,SEA2D,2020,0
REGION1,LBRLIRBC1,SEA2N,2020,0
REGION1,LBRLIRBC1,SEA3D,2020,0
REGION1,LBRLIRBC1,SEA3N,2020,0
REGION1,LBRLIRBC1,SEA4D,2020,0
REGION1,LBRLIRBC1,SEA4N,2020,0
REGION1,LBRLLRBC1,SEA1D,2020,0
REGION1,LBRLLRBC1,SEA1N,2020,0
REGION1,LBRLLRBC1,SEA2D,2020,0
REGION1,LBRLLRBC1,SEA2N,2020,0
REGION1,LBRLLRBC1,SEA3D,2020,0
REGION1,LBRLLRBC1,SEA3N,2020,0
REGION1,LBRLLRBC1,SEA4D,2020,0
REGION1,LBRLLRBC1,SEA4N,2020,0
REGION1,LFORBC1,SEA1D,2020,0
REGION1,LFORBC1,SEA1N,2020,0
REGION1,LFORBC1,SEA2D,2020,0
REGION1,LFORBC1,SEA2N,2020,0
REGION1,LFORBC1,SEA3D,2020,0
REGION1,LFORBC1,SEA3N,2020,0
REGION1,LFORBC1,SEA4D,2020,0
REGION1,LFORBC1,SEA4N,2020,0
REGION1,LGRSBC1,SEA1D,2020,0
REGION1,LGRSBC1,SEA1N,2020,0
REGION1,LGRSBC1,SEA2D,2020,0
REGION1,LGRSBC1,SEA2N,2020,0
REGION1,LGRSBC1,SEA3D,2020,0
REGION1,LGRSBC1,SEA3N,2020,0
REGION1,LGRSBC1,SEA4D,2020,0
REGION1,LGRSBC1,SEA4N,2020,0
REGION1,LMAIHIBC1,SEA1D,2020,0
REGION1,LMAIHIBC1,SEA1N,2020,0
REGION1,LMAIHIBC1,SEA2D,2020,0
REGION1,LMAIHIBC1,SEA2N,2020,0
REGION1,LMAIHIBC1,SEA3D,2020,0
REGION1,LMAIHIBC1,SEA3N,2020,0
REGION1,LMAIHIBC1,SEA4D,2020,0
REGION1,LMAIHIBC1,SEA4N,2020,0
REGION1,LMAIHRBC1,SEA1D,2020,0
REGION1,LMAIHRBC1,SEA1N,2020,0
REGION1,LMAIHRBC1,SEA2D,2020,0
REGION1,LMAIHRBC1,SEA2N,2020,0
REGION1,LMAIHRBC1,SEA3D,2020,0
REGION1,LMAIHRBC1,SEA3N,2020,0
REGION1,LMAIHRBC1,SEA4D,2020,0
REGION1,LMAIHRBC1,SEA4N,2020,0
REGION1,LMAIIIBC1,SEA1D,2020,0
REGION1,LMAIIIBC1,SEA1N,2020,0
REGION1,LMAIIIBC1,SEA2D,2020,0
REGION1,LMAIIIBC1,SEA2N,2020,0
REGION1,LMAIIIBC1,SEA3D,2020,0
REGION1,LMAIIIBC1,SEA3N,2020,0
REGION1,LMAIIIBC1,SEA4D,2020,0
REGION1,LMAIIIBC1,SEA4N,2020,0
REGION1,LMAIIRBC1,SEA1D,2020,0
REGION1,LMAIIRBC1,SEA1N,2020,0
REGION1,LMAIIRBC1,SEA2D,2020,0
REGION1,LMAIIRBC1,SEA2N,2020,0
REGION1,LMAIIRBC1,SEA3D,2020,0
REGION1,LMAIIRBC1,SEA3N,2020,0
REGION1,LMAIIRBC1,SEA4D,2020,0
REGION1,LMAIIRBC1,SEA4N,2020,0
REGION1,LMAILRBC1,SEA1D,2020,0
REGION1,LMAILRBC1,SEA1N,2020,0
REGION1,LMAILRBC1,SEA2D,2020,0
REGION1,LMAILRBC1,SEA2N,2020,0
REGION1,LMAILRBC1,SEA3D,2020,0
REGION1,LMAILRBC1,SEA3N,2020,0
REGION1,LMAILRBC1,SEA4D,2020,0
REGION1,LMAILRBC1,SEA4N,2020,0
REGION1,LND4PWR,SEA1D,2020,0
REGION1,LND4PWR,SEA1N,2020,0
REGION1,LND4PWR,SEA2D,2020,0
REGION1,LND4PWR,SEA2N,2020,0
REGION1,LND4PWR,SEA3D,2020,0
REGION1,LND4PWR,SEA3N,2020,0
REGION1,LND4PWR,SEA4D,2020,0
REGION1,LND4PWR,SEA4N,2020,0
REGION1,LOATHIBC1,SEA1D,2020,0
REGION1,LOATHIBC1,SEA1N,2020,0
REGION1,LOATHIBC1,SEA2D,2020,0
REGION1,LOATHIBC1,SEA2N,2020,0
REGION1,LOATHIBC1,SEA3D,2020,0
REGION1,LOATHIBC1,SEA3N,2020,0
REGION1,LOATHIBC1,SEA4D,2020,0
REGION1,LOATHIBC1,SEA4N,2020,0
REGION1,LOATHRBC1,SEA1D,2020,0
REGION1,LOATHRBC1,SEA1N,2020,0
REGION1,LOATHRBC1,SEA2D,2020,0
REGION1,LOATHRBC1,SEA2N,2020,0
REGION1,LOATHRBC1,SEA3D,2020,0
REGION1,LOATHRBC1,SEA3N,2020,0
REGION1,LOATHRBC1,SEA4D,2020,0
REGION1,LOATHRBC1,SEA4N,2020,0
REGION1,LOATIIBC1,SEA1D,2020,0
REGION1,LOATIIBC1,SEA1N,2020,0
REGION1,LOATIIBC1,SEA2D,2020,0
REGION1,LOATIIBC1,SEA2N,2020,0
REGION1,LOATIIBC1,SEA3D,2020,0
REGION1,LOATIIBC1,SEA3N,2020,0
REGION1,LOATIIBC1,SEA4D,2020,0
REGION1,LOATIIBC1,SEA4N,2020,0
REGION1,LOATIRBC1,SEA1D,2020,0
REGION1,LOATIRBC1,SEA1N,2020,0
REGION1,LOATIRBC1,SEA2D,2020,0
REGION1,LOATIRBC1,SEA2N,2020,0
REGION1,LOATIRBC1,SEA3D,2020,0
REGION1,LOATIRBC1,SEA3N,2020,0
REGION1,LOATIRBC1,SEA4D,2020,0
REGION1,LOATIRBC1,SEA4N,2020,0
REGION1,LOATLRBC1,SEA1D,2020,0
REGION1,LOATLRBC1,SEA1N,2020,0
REGION1,LOATLRBC1,SEA2D,2020,0
REGION1,LOATLRBC1,SEA2N,2020,0
REGION1,LOATLRBC1,SEA3D,2020,0
REGION1,LOATLRBC1,SEA3N,2020,0
REGION1,LOATLRBC1,SEA4D,2020,0
REGION1,LOATLRBC1,SEA4N,2020,0
REGION1,LOTHBC1,SEA1D,2020,0
REGION1,LOTHBC1,SEA1N,2020,0
REGION1,LOTHBC1,SEA2D,2020,0
REGION1,LOTHBC1,SEA2N,2020,0
REGION1,LOTHBC1,SEA3D,2020,0
REGION1,LOTHBC1,SEA3N,2020,0
REGION1,LOTHBC1,SEA4D,2020,0
REGION1,LOTHBC1,SEA4N,2020,0
REGION1,LOTHHIBC1,SEA1D,2020,0
REGION1,LOTHHIBC1,SEA1N,2020,0
REGION1,LOTHHIBC1,SEA2D,2020,0
REGION1,LOTHHIBC1,SEA2N,2020,0
REGION1,LOTHHIBC1,SEA3D,2020,0
REGION1,LOTHHIBC1,SEA3N,2020,0
REGION1,LOTHHIBC1,SEA4D,2020,0
REGION1,LOTHHIBC1,SEA4N,2020,0
REGION1,LOTHHRBC1,SEA1D,2020,0
REGION1,LOTHHRBC1,SEA1N,2020,0
REGION1,LOTHHRBC1,SEA2D,2020,0
REGION1,LOTHHRBC1,SEA2N,2020,0
REGION1,LOTHHRBC1,SEA3D,2020,0
REGION1,LOTHHRBC1,SEA3N,2020,0
REGION1,LOTHHRBC1,SEA4D,2020,0
REGION1,LOTHHRBC1,SEA4N,2020,0
REGION1,LOTHIIBC1,SEA1D,2020,0
REGION1,LOTHIIBC1,SEA1N,2020,0
REGION1,LOTHIIBC1,SEA2D,2020,0
REGION1,LOTHIIBC1,SEA2N,2020,0
REGION1,LOTHIIBC1,SEA3D,2020,0
REGION1,LOTHIIBC1,SEA3N,2020,0
REGION1,LOTHIIBC1,SEA4D,2020,0
REGION1,LOTHIIBC1,SEA4N,2020,0
REGION1,LOTHIRBC1,SEA1D,2020,0
REGION1,LOTHIRBC1,SEA1N,2020,0
REGION1,LOTHIRBC1,SEA2D,2020,0
REGION1,LOTHIRBC1,SEA2N,2020,0
REGION1,LOTHIRBC1,SEA3D,2020,0
REGION1,LOTHIRBC1,SEA3N,2020,0
REGION1,LOTHIRBC1,SEA4D,2020,0
REGION1,LOTHIRBC1,SEA4N,2020,0
REGION1,LOTHLRBC1,SEA1D,2020,0
REGION1,LOTHLRBC1,SEA1N,2020,0
REGION1,LOTHLRBC1,SEA2D,2020,0
REGION1,LOTHLRBC1,SEA2N,2020,0
REGION1,LOTHLRBC1,SEA3D,2020,0
REGION1,LOTHLRBC1,SEA3N,2020,0
REGION1,LOTHLRBC1,SEA4D,2020,0
REGION1,LOTHLRBC1,SEA4N,2020,0
REGION1,LPEAHIBC1,SEA1D,2020,0
REGION1,LPEAHIBC1,SEA1N,2020,0
REGION1,LPEAHIBC1,SEA2D,2020,0
REGION1,LPEAHIBC1,SEA2N,2020,0
REGION1,LPEAHIBC1,SEA3D,2020,0
REGION1,LPEAHIBC1,SEA3N,2020,0
REGION1,LPEAHIBC1,SEA4D,2020,0
REGION1,LPEAHIBC1,SEA4N,2020,0
REGION1,LPEAHRBC1,SEA1D,2020,0
REGION1,LPEAHRBC1,SEA1N,2020,0
REGION1,LPEAHRBC1,SEA2D,2020,0
REGION1,LPEAHRBC1,SEA2N,2020,0
REGION1,LPEAHRBC1,SEA3D,2020,0
REGION1,LPEAHRBC1,SEA3N,2020,0
REGION1,LPEAHRBC1,SEA4D,2020,0
REGION1,LPEAHRBC1,SEA4N,2020,0
REGION1,LPEAIIBC1,SEA1D,2020,0
REGION1,LPEAIIBC1,SEA1N,2020,0
REGION1,LPEAIIBC1,SEA2D,2020,0
REGION1,LPEAIIBC1,SEA2N,2020,0
REGION1,LPEAIIBC1,SEA3D,2020,0
REGION1,LPEAIIBC1,SEA3N,2020,0
REGION1,LPEAIIBC1,SEA4D,2020,0
REGION1,LPEAIIBC1,SEA4N,2020,0
REGION1,LPEAIRBC1,SEA1D,2020,0
REGION1,LPEAIRBC1,SEA1N,2020,0
REGION1,LPEAIRBC1,SEA2D,2020,0
REGION1,LPEAIRBC1,SEA2N,2020,0
REGION1,LPEAIRBC1,SEA3D,2020,0
REGION1,LPEAIRBC1,SEA3N,2020,0
REGION1,LPEAIRBC1,SEA4D,2020,0
REGION1,LPEAIRBC1,SEA4N,2020,0
REGION1,LPEALRBC1,SEA1D,2020,0
REGION1,LPEALRBC1,SEA1N,2020,0
REGION1,LPEALRBC1,SEA2D,2020,0
REGION1,LPEALRBC1,SEA2N,2020,0
REGION1,LPEALRBC1,SEA3D,2020,0
REGION1,LPEALRBC1,SEA3N,2020,0
REGION1,LPEALRBC1,SEA4D,2020,0
REGION1,LPEALRBC1,SEA4N,2020,0
REGION1,LPG,SEA1D,2020,0
REGION1,LPG,SEA1N,2020,0
REGION1,LPG,SEA2D,2020,0
REGION1,LPG,SEA2N,2020,0
REGION1,LPG,SEA3D,2020,0
REGION1,LPG,SEA3N,2020,0
REGION1,LPG,SEA4D,2020,0
REGION1,LPG,SEA4N,2020,0
REGION1,LPTWHIBC1,SEA1D,2020,0
REGION1,LPTWHIBC1,SEA1N,2020,0
REGION1,LPTWHIBC1,SEA2D,2020,0
REGION1,LPTWHIBC1,SEA2N,2020,0
REGION1,LPTWHIBC1,SEA3D,2020,0
REGION1,LPTWHIBC1,SEA3N,2020,0
REGION1,LPTWHIBC1,SEA4D,2020,0
REGION1,LPTWHIBC1,SEA4N,2020,0
REGION1,LPTWHRBC1,SEA1D,2020,0
REGION1,LPTWHRBC1,SEA1N,2020,0
REGION1,LPTWHRBC1,SEA2D,2020,0
REGION1,LPTWHRBC1,SEA2N,2020,0
REGION1,LPTWHRBC1,SEA3D,2020,0
REGION1,LPTWHRBC1,SEA3N,2020,0
