REGION,TECHNOLOGY,FUEL,MODE_OF_OPERATION,YEAR,VALUE
REGION1,DEMINDDSL,DSL,1,2020,1
REGION1,DEMINDDSL,DSL,1,2021,1
REGION1,DEMINDDSL,DSL,1,2022,1
REGION1,DEMINDDSL,DSL,1,2023,1
REGION1,DEMINDDSL,DSL,1,2024,1
REGION1,DEMINDDSL,DSL,1,2025,1
REGION1,DEMINDDSL,DSL,1,2026,1
REGION1,DEMINDDSL,DSL,1,2027,1
REGION1,DEMINDDSL,DSL,1,2028,1
REGION1,DEMINDDSL,DSL,1,2029,1
REGION1,DEMINDDSL,DSL,1,2030,1
REGION1,DEMINDDSL,DSL,1,2031,1
REGION1,DEMINDDSL,DSL,1,2032,1
REGION1,DEMINDDSL,DSL,1,2033,1
REGION1,DEMINDDSL,DSL,1,2034,1
REGION1,DEMINDDSL,DSL,1,2035,1
REGION1,DEMINDDSL,DSL,1,2036,1
REGION1,DEMINDDSL,DSL,1,2037,1
REGION1,DEMINDDSL,DSL,1,2038,1
REGION1,DEMINDDSL,DSL,1,2039,1
REGION1,DEMINDDSL,DSL,1,2040,1
REGION1,DEMINDDSL,DSL,1,2041,1
REGION1,DEMINDDSL,DSL,1,2042,1
REGION1,DEMINDDSL,DSL,1,2043,1
REGION1,DEMINDDSL,DSL,1,2044,1
REGION1,DEMINDDSL,DSL,1,2045,1
REGION1,DEMINDDSL,DSL,1,2046,1
REGION1,DEMINDDSL,DSL,1,2047,1
REGION1,DEMINDDSL,DSL,1,2048,1
REGION1,DEMINDDSL,DSL,1,2049,1
REGION1,DEMINDDSL,DSL,1,2050,1
REGION1,DEMINDBIO,BIO,1,2020,1
REGION1,DEMINDBIO,BIO,1,2021,1
REGION1,DEMINDBIO,BIO,1,2022,1
REGION1,DEMINDBIO,BIO,1,2023,1
REGION1,DEMINDBIO,BIO,1,2024,1
REGION1,DEMINDBIO,BIO,1,2025,1
REGION1,DEMINDBIO,BIO,1,2026,1
REGION1,DEMINDBIO,BIO,1,2027,1
REGION1,DEMINDBIO,BIO,1,2028,1
REGION1,DEMINDBIO,BIO,1,2029,1
REGION1,DEMINDBIO,BIO,1,2030,1
REGION1,DEMINDBIO,BIO,1,2031,1
REGION1,DEMINDBIO,BIO,1,2032,1
REGION1,DEMINDBIO,BIO,1,2033,1
REGION1,DEMINDBIO,BIO,1,2034,1
REGION1,DEMINDBIO,BIO,1,2035,1
REGION1,DEMINDBIO,BIO,1,2036,1
REGION1,DEMINDBIO,BIO,1,2037,1
REGION1,DEMINDBIO,BIO,1,2038,1
REGION1,DEMINDBIO,BIO,1,2039,1
REGION1,DEMINDBIO,BIO,1,2040,1
REGION1,DEMINDBIO,BIO,1,2041,1
REGION1,DEMINDBIO,BIO,1,2042,1
REGION1,DEMINDBIO,BIO,1,2043,1
REGION1,DEMINDBIO,BIO,1,2044,1
REGION1,DEMINDBIO,BIO,1,2045,1
REGION1,DEMINDBIO,BIO,1,2046,1
REGION1,DEMINDBIO,BIO,1,2047,1
REGION1,DEMINDBIO,BIO,1,2048,1
REGION1,DEMINDBIO,BIO,1,2049,1
REGION1,DEMINDBIO,BIO,1,2050,1
REGION1,DEMINDNGS,NGS,1,2020,1
REGION1,DEMINDNGS,NGS,1,2021,1
REGION1,DEMINDNGS,NGS,1,2022,1
REGION1,DEMINDNGS,NGS,1,2023,1
REGION1,DEMINDNGS,NGS,1,2024,1
REGION1,DEMINDNGS,NGS,1,2025,1
REGION1,DEMINDNGS,NGS,1,2026,1
REGION1,DEMINDNGS,NGS,1,2027,1
REGION1,DEMINDNGS,NGS,1,2028,1
REGION1,DEMINDNGS,NGS,1,2029,1
REGION1,DEMINDNGS,NGS,1,2030,1
REGION1,DEMINDNGS,NGS,1,2031,1
REGION1,DEMINDNGS,NGS,1,2032,1
REGION1,DEMINDNGS,NGS,1,2033,1
REGION1,DEMINDNGS,NGS,1,2034,1
REGION1,DEMINDNGS,NGS,1,2035,1
REGION1,DEMINDNGS,NGS,1,2036,1
REGION1,DEMINDNGS,NGS,1,2037,1
REGION1,DEMINDNGS,NGS,1,2038,1
REGION1,DEMINDNGS,NGS,1,2039,1
REGION1,DEMINDNGS,NGS,1,2040,1
REGION1,DEMINDNGS,NGS,1,2041,1
REGION1,DEMINDNGS,NGS,1,2042,1
REGION1,DEMINDNGS,NGS,1,2043,1
REGION1,DEMINDNGS,NGS,1,2044,1
REGION1,DEMINDNGS,NGS,1,2045,1
REGION1,DEMINDNGS,NGS,1,2046,1
REGION1,DEMINDNGS,NGS,1,2047,1
REGION1,DEMINDNGS,NGS,1,2048,1
REGION1,DEMINDNGS,NGS,1,2049,1
REGION1,DEMINDNGS,NGS,1,2050,1
REGION1,DEMINDELCB02,ELCB02,1,2020,1
REGION1,DEMINDELCB02,ELCB02,1,2021,1
REGION1,DEMINDELCB02,ELCB02,1,2022,1
REGION1,DEMINDELCB02,ELCB02,1,2023,1
REGION1,DEMINDELCB02,ELCB02,1,2024,1
REGION1,DEMINDELCB02,ELCB02,1,2025,1
REGION1,DEMINDELCB02,ELCB02,1,2026,1
REGION1,DEMINDELCB02,ELCB02,1,2027,1
REGION1,DEMINDELCB02,ELCB02,1,2028,1
REGION1,DEMINDELCB02,ELCB02,1,2029,1
REGION1,DEMINDELCB02,ELCB02,1,2030,1
REGION1,DEMINDELCB02,ELCB02,1,2031,1
REGION1,DEMINDELCB02,ELCB02,1,2032,1
REGION1,DEMINDELCB02,ELCB02,1,2033,1
REGION1,DEMINDELCB02,ELCB02,1,2034,1
REGION1,DEMINDELCB02,ELCB02,1,2035,1
REGION1,DEMINDELCB02,ELCB02,1,2036,1
REGION1,DEMINDELCB02,ELCB02,1,2037,1
REGION1,DEMINDELCB02,ELCB02,1,2038,1
REGION1,DEMINDELCB02,ELCB02,1,2039,1
REGION1,DEMINDELCB02,ELCB02,1,2040,1
REGION1,DEMINDELCB02,ELCB02,1,2041,1
REGION1,DEMINDELCB02,ELCB02,1,2042,1
REGION1,DEMINDELCB02,ELCB02,1,2043,1
REGION1,DEMINDELCB02,ELCB02,1,2044,1
REGION1,DEMINDELCB02,ELCB02,1,2045,1
REGION1,DEMINDELCB02,ELCB02,1,2046,1
REGION1,DEMINDELCB02,ELCB02,1,2047,1
REGION1,DEMINDELCB02,ELCB02,1,2048,1
REGION1,DEMINDELCB02,ELCB02,1,2049,1
REGION1,DEMINDELCB02,ELCB02,1,2050,1
REGION1,DEMRESKER,KER,1,2020,1
REGION1,DEMRESKER,KER,1,2021,1
REGION1,DEMRESKER,KER,1,2022,1
REGION1,DEMRESKER,KER,1,2023,1
REGION1,DEMRESKER,KER,1,2024,1
REGION1,DEMRESKER,KER,1,2025,1
REGION1,DEMRESKER,KER,1,2026,1
REGION1,DEMRESKER,KER,1,2027,1
REGION1,DEMRESKER,KER,1,2028,1
REGION1,DEMRESKER,KER,1,2029,1
REGION1,DEMRESKER,KER,1,2030,1
REGION1,DEMRESKER,KER,1,2031,1
REGION1,DEMRESKER,KER,1,2032,1
REGION1,DEMRESKER,KER,1,2033,1
REGION1,DEMRESKER,KER,1,2034,1
REGION1,DEMRESKER,KER,1,2035,1
REGION1,DEMRESKER,KER,1,2036,1
REGION1,DEMRESKER,KER,1,2037,1
REGION1,DEMRESKER,KER,1,2038,1
REGION1,DEMRESKER,KER,1,2039,1
REGION1,DEMRESKER,KER,1,2040,1
REGION1,DEMRESKER,KER,1,2041,1
REGION1,DEMRESKER,KER,1,2042,1
REGION1,DEMRESKER,KER,1,2043,1
REGION1,DEMRESKER,KER,1,2044,1
REGION1,DEMRESKER,KER,1,2045,1
REGION1,DEMRESKER,KER,1,2046,1
REGION1,DEMRESKER,KER,1,2047,1
REGION1,DEMRESKER,KER,1,2048,1
REGION1,DEMRESKER,KER,1,2049,1
REGION1,DEMRESKER,KER,1,2050,1
REGION1,DEMRESBIO,BIO,1,2020,1
REGION1,DEMRESBIO,BIO,1,2021,1
REGION1,DEMRESBIO,BIO,1,2022,1
REGION1,DEMRESBIO,BIO,1,2023,1
REGION1,DEMRESBIO,BIO,1,2024,1
REGION1,DEMRESBIO,BIO,1,2025,1
REGION1,DEMRESBIO,BIO,1,2026,1
REGION1,DEMRESBIO,BIO,1,2027,1
REGION1,DEMRESBIO,BIO,1,2028,1
REGION1,DEMRESBIO,BIO,1,2029,1
REGION1,DEMRESBIO,BIO,1,2030,1
REGION1,DEMRESBIO,BIO,1,2031,1
REGION1,DEMRESBIO,BIO,1,2032,1
REGION1,DEMRESBIO,BIO,1,2033,1
REGION1,DEMRESBIO,BIO,1,2034,1
REGION1,DEMRESBIO,BIO,1,2035,1
REGION1,DEMRESBIO,BIO,1,2036,1
REGION1,DEMRESBIO,BIO,1,2037,1
REGION1,DEMRESBIO,BIO,1,2038,1
REGION1,DEMRESBIO,BIO,1,2039,1
REGION1,DEMRESBIO,BIO,1,2040,1
REGION1,DEMRESBIO,BIO,1,2041,1
REGION1,DEMRESBIO,BIO,1,2042,1
REGION1,DEMRESBIO,BIO,1,2043,1
REGION1,DEMRESBIO,BIO,1,2044,1
REGION1,DEMRESBIO,BIO,1,2045,1
REGION1,DEMRESBIO,BIO,1,2046,1
REGION1,DEMRESBIO,BIO,1,2047,1
REGION1,DEMRESBIO,BIO,1,2048,1
REGION1,DEMRESBIO,BIO,1,2049,1
REGION1,DEMRESBIO,BIO,1,2050,1
REGION1,DEMRESNGS,NGS,1,2020,1
REGION1,DEMRESNGS,NGS,1,2021,1
REGION1,DEMRESNGS,NGS,1,2022,1
REGION1,DEMRESNGS,NGS,1,2023,1
REGION1,DEMRESNGS,NGS,1,2024,1
REGION1,DEMRESNGS,NGS,1,2025,1
REGION1,DEMRESNGS,NGS,1,2026,1
REGION1,DEMRESNGS,NGS,1,2027,1
REGION1,DEMRESNGS,NGS,1,2028,1
REGION1,DEMRESNGS,NGS,1,2029,1
REGION1,DEMRESNGS,NGS,1,2030,1
REGION1,DEMRESNGS,NGS,1,2031,1
REGION1,DEMRESNGS,NGS,1,2032,1
REGION1,DEMRESNGS,NGS,1,2033,1
REGION1,DEMRESNGS,NGS,1,2034,1
REGION1,DEMRESNGS,NGS,1,2035,1
REGION1,DEMRESNGS,NGS,1,2036,1
REGION1,DEMRESNGS,NGS,1,2037,1
REGION1,DEMRESNGS,NGS,1,2038,1
REGION1,DEMRESNGS,NGS,1,2039,1
REGION1,DEMRESNGS,NGS,1,2040,1
REGION1,DEMRESNGS,NGS,1,2041,1
REGION1,DEMRESNGS,NGS,1,2042,1
REGION1,DEMRESNGS,NGS,1,2043,1
REGION1,DEMRESNGS,NGS,1,2044,1
REGION1,DEMRESNGS,NGS,1,2045,1
REGION1,DEMRESNGS,NGS,1,2046,1
REGION1,DEMRESNGS,NGS,1,2047,1
REGION1,DEMRESNGS,NGS,1,2048,1
REGION1,DEMRESNGS,NGS,1,2049,1
REGION1,DEMRESNGS,NGS,1,2050,1
REGION1,DEMRESELCB02,ELCB02,1,2020,1
REGION1,DEMRESELCB02,ELCB02,1,2021,1
REGION1,DEMRESELCB02,ELCB02,1,2022,1
REGION1,DEMRESELCB02,ELCB02,1,2023,1
REGION1,DEMRESELCB02,ELCB02,1,2024,1
REGION1,DEMRESELCB02,ELCB02,1,2025,1
REGION1,DEMRESELCB02,ELCB02,1,2026,1
REGION1,DEMRESELCB02,ELCB02,1,2027,1
REGION1,DEMRESELCB02,ELCB02,1,2028,1
REGION1,DEMRESELCB02,ELCB02,1,2029,1
REGION1,DEMRESELCB02,ELCB02,1,2030,1
REGION1,DEMRESELCB02,ELCB02,1,2031,1
REGION1,DEMRESELCB02,ELCB02,1,2032,1
REGION1,DEMRESELCB02,ELCB02,1,2033,1
REGION1,DEMRESELCB02,ELCB02,1,2034,1
REGION1,DEMRESELCB02,ELCB02,1,2035,1
REGION1,DEMRESELCB02,ELCB02,1,2036,1
REGION1,DEMRESELCB02,ELCB02,1,2037,1
REGION1,DEMRESELCB02,ELCB02,1,2038,1
REGION1,DEMRESELCB02,ELCB02,1,2039,1
REGION1,DEMRESELCB02,ELCB02,1,2040,1
REGION1,DEMRESELCB02,ELCB02,1,2041,1
REGION1,DEMRESELCB02,ELCB02,1,2042,1
REGION1,DEMRESELCB02,ELCB02,1,2043,1
REGION1,DEMRESELCB02,ELCB02,1,2044,1
REGION1,DEMRESELCB02,ELCB02,1,2045,1
REGION1,DEMRESELCB02,ELCB02,1,2046,1
REGION1,DEMRESELCB02,ELCB02,1,2047,1
REGION1,DEMRESELCB02,ELCB02,1,2048,1
REGION1,DEMRESELCB02,ELCB02,1,2049,1
REGION1,DEMRESELCB02,ELCB02,1,2050,1
REGION1,DEMCOMKER,KER,1,2020,1
REGION1,DEMCOMKER,KER,1,2021,1
REGION1,DEMCOMKER,KER,1,2022,1
REGION1,DEMCOMKER,KER,1,2023,1
REGION1,DEMCOMKER,KER,1,2024,1
REGION1,DEMCOMKER,KER,1,2025,1
REGION1,DEMCOMKER,KER,1,2026,1
REGION1,DEMCOMKER,KER,1,2027,1
REGION1,DEMCOMKER,KER,1,2028,1
REGION1,DEMCOMKER,KER,1,2029,1
REGION1,DEMCOMKER,KER,1,2030,1
REGION1,DEMCOMKER,KER,1,2031,1
REGION1,DEMCOMKER,KER,1,2032,1
REGION1,DEMCOMKER,KER,1,2033,1
REGION1,DEMCOMKER,KER,1,2034,1
REGION1,DEMCOMKER,KER,1,2035,1
REGION1,DEMCOMKER,KER,1,2036,1
REGION1,DEMCOMKER,KER,1,2037,1
REGION1,DEMCOMKER,KER,1,2038,1
REGION1,DEMCOMKER,KER,1,2039,1
REGION1,DEMCOMKER,KER,1,2040,1
REGION1,DEMCOMKER,KER,1,2041,1
REGION1,DEMCOMKER,KER,1,2042,1
REGION1,DEMCOMKER,KER,1,2043,1
REGION1,DEMCOMKER,KER,1,2044,1
REGION1,DEMCOMKER,KER,1,2045,1
REGION1,DEMCOMKER,KER,1,2046,1
REGION1,DEMCOMKER,KER,1,2047,1
REGION1,DEMCOMKER,KER,1,2048,1
REGION1,DEMCOMKER,KER,1,2049,1
REGION1,DEMCOMKER,KER,1,2050,1
REGION1,DEMCOMBIO,BIO,1,2020,1
REGION1,DEMCOMBIO,BIO,1,2021,1
REGION1,DEMCOMBIO,BIO,1,2022,1
REGION1,DEMCOMBIO,BIO,1,2023,1
REGION1,DEMCOMBIO,BIO,1,2024,1
REGION1,DEMCOMBIO,BIO,1,2025,1
REGION1,DEMCOMBIO,BIO,1,2026,1
REGION1,DEMCOMBIO,BIO,1,2027,1
REGION1,DEMCOMBIO,BIO,1,2028,1
REGION1,DEMCOMBIO,BIO,1,2029,1
REGION1,DEMCOMBIO,BIO,1,2030,1
REGION1,DEMCOMBIO,BIO,1,2031,1
REGION1,DEMCOMBIO,BIO,1,2032,1
REGION1,DEMCOMBIO,BIO,1,2033,1
REGION1,DEMCOMBIO,BIO,1,2034,1
REGION1,DEMCOMBIO,BIO,1,2035,1
REGION1,DEMCOMBIO,BIO,1,2036,1
REGION1,DEMCOMBIO,BIO,1,2037,1
REGION1,DEMCOMBIO,BIO,1,2038,1
REGION1,DEMCOMBIO,BIO,1,2039,1
REGION1,DEMCOMBIO,BIO,1,2040,1
REGION1,DEMCOMBIO,BIO,1,2041,1
REGION1,DEMCOMBIO,BIO,1,2042,1
REGION1,DEMCOMBIO,BIO,1,2043,1
REGION1,DEMCOMBIO,BIO,1,2044,1
REGION1,DEMCOMBIO,BIO,1,2045,1
REGION1,DEMCOMBIO,BIO,1,2046,1
REGION1,DEMCOMBIO,BIO,1,2047,1
REGION1,DEMCOMBIO,BIO,1,2048,1
REGION1,DEMCOMBIO,BIO,1,2049,1
REGION1,DEMCOMBIO,BIO,1,2050,1
REGION1,DEMCOMNGS,NGS,1,2020,1
REGION1,DEMCOMNGS,NGS,1,2021,1
REGION1,DEMCOMNGS,NGS,1,2022,1
REGION1,DEMCOMNGS,NGS,1,2023,1
REGION1,DEMCOMNGS,NGS,1,2024,1
REGION1,DEMCOMNGS,NGS,1,2025,1
REGION1,DEMCOMNGS,NGS,1,2026,1
REGION1,DEMCOMNGS,NGS,1,2027,1
REGION1,DEMCOMNGS,NGS,1,2028,1
REGION1,DEMCOMNGS,NGS,1,2029,1
REGION1,DEMCOMNGS,NGS,1,2030,1
REGION1,DEMCOMNGS,NGS,1,2031,1
REGION1,DEMCOMNGS,NGS,1,2032,1
REGION1,DEMCOMNGS,NGS,1,2033,1
REGION1,DEMCOMNGS,NGS,1,2034,1
REGION1,DEMCOMNGS,NGS,1,2035,1
REGION1,DEMCOMNGS,NGS,1,2036,1
REGION1,DEMCOMNGS,NGS,1,2037,1
REGION1,DEMCOMNGS,NGS,1,2038,1
REGION1,DEMCOMNGS,NGS,1,2039,1
REGION1,DEMCOMNGS,NGS,1,2040,1
REGION1,DEMCOMNGS,NGS,1,2041,1
REGION1,DEMCOMNGS,NGS,1,2042,1
REGION1,DEMCOMNGS,NGS,1,2043,1
REGION1,DEMCOMNGS,NGS,1,2044,1
REGION1,DEMCOMNGS,NGS,1,2045,1
REGION1,DEMCOMNGS,NGS,1,2046,1
REGION1,DEMCOMNGS,NGS,1,2047,1
REGION1,DEMCOMNGS,NGS,1,2048,1
REGION1,DEMCOMNGS,NGS,1,2049,1
REGION1,DEMCOMNGS,NGS,1,2050,1
REGION1,DEMCOMELCB02,ELCB02,1,2020,1
REGION1,DEMCOMELCB02,ELCB02,1,2021,1
REGION1,DEMCOMELCB02,ELCB02,1,2022,1
REGION1,DEMCOMELCB02,ELCB02,1,2023,1
REGION1,DEMCOMELCB02,ELCB02,1,2024,1
REGION1,DEMCOMELCB02,ELCB02,1,2025,1
REGION1,DEMCOMELCB02,ELCB02,1,2026,1
REGION1,DEMCOMELCB02,ELCB02,1,2027,1
REGION1,DEMCOMELCB02,ELCB02,1,2028,1
REGION1,DEMCOMELCB02,ELCB02,1,2029,1
REGION1,DEMCOMELCB02,ELCB02,1,2030,1
REGION1,DEMCOMELCB02,ELCB02,1,2031,1
REGION1,DEMCOMELCB02,ELCB02,1,2032,1
REGION1,DEMCOMELCB02,ELCB02,1,2033,1
REGION1,DEMCOMELCB02,ELCB02,1,2034,1
REGION1,DEMCOMELCB02,ELCB02,1,2035,1
REGION1,DEMCOMELCB02,ELCB02,1,2036,1
REGION1,DEMCOMELCB02,ELCB02,1,2037,1
REGION1,DEMCOMELCB02,ELCB02,1,2038,1
REGION1,DEMCOMELCB02,ELCB02,1,2039,1
REGION1,DEMCOMELCB02,ELCB02,1,2040,1
REGION1,DEMCOMELCB02,ELCB02,1,2041,1
REGION1,DEMCOMELCB02,ELCB02,1,2042,1
REGION1,DEMCOMELCB02,ELCB02,1,2043,1
REGION1,DEMCOMELCB02,ELCB02,1,2044,1
REGION1,DEMCOMELCB02,ELCB02,1,2045,1
REGION1,DEMCOMELCB02,ELCB02,1,2046,1
REGION1,DEMCOMELCB02,ELCB02,1,2047,1
REGION1,DEMCOMELCB02,ELCB02,1,2048,1
REGION1,DEMCOMELCB02,ELCB02,1,2049,1
REGION1,DEMCOMELCB02,ELCB02,1,2050,1
REGION1,DEMAGRDSL,DSL,1,2020,1
REGION1,DEMAGRDSL,DSL,1,2021,1
REGION1,DEMAGRDSL,DSL,1,2022,1
REGION1,DEMAGRDSL,DSL,1,2023,1
REGION1,DEMAGRDSL,DSL,1,2024,1
REGION1,DEMAGRDSL,DSL,1,2025,1
REGION1,DEMAGRDSL,DSL,1,2026,1
REGION1,DEMAGRDSL,DSL,1,2027,1
REGION1,DEMAGRDSL,DSL,1,2028,1
REGION1,DEMAGRDSL,DSL,1,2029,1
REGION1,DEMAGRDSL,DSL,1,2030,1
REGION1,DEMAGRDSL,DSL,1,2031,1
REGION1,DEMAGRDSL,DSL,1,2032,1
REGION1,DEMAGRDSL,DSL,1,2033,1
REGION1,DEMAGRDSL,DSL,1,2034,1
REGION1,DEMAGRDSL,DSL,1,2035,1
REGION1,DEMAGRDSL,DSL,1,2036,1
REGION1,DEMAGRDSL,DSL,1,2037,1
REGION1,DEMAGRDSL,DSL,1,2038,1
REGION1,DEMAGRDSL,DSL,1,2039,1
REGION1,DEMAGRDSL,DSL,1,2040,1
REGION1,DEMAGRDSL,DSL,1,2041,1
REGION1,DEMAGRDSL,DSL,1,2042,1
REGION1,DEMAGRDSL,DSL,1,2043,1
REGION1,DEMAGRDSL,DSL,1,2044,1
REGION1,DEMAGRDSL,DSL,1,2045,1
REGION1,DEMAGRDSL,DSL,1,2046,1
REGION1,DEMAGRDSL,DSL,1,2047,1
REGION1,DEMAGRDSL,DSL,1,2048,1
REGION1,DEMAGRDSL,DSL,1,2049,1
REGION1,DEMAGRDSL,DSL,1,2050,1
REGION1,DEMAGRNGS,NGS,1,2020,1
REGION1,DEMAGRNGS,NGS,1,2021,1
REGION1,DEMAGRNGS,NGS,1,2022,1
REGION1,DEMAGRNGS,NGS,1,2023,1
REGION1,DEMAGRNGS,NGS,1,2024,1
REGION1,DEMAGRNGS,NGS,1,2025,1
REGION1,DEMAGRNGS,NGS,1,2026,1
REGION1,DEMAGRNGS,NGS,1,2027,1
REGION1,DEMAGRNGS,NGS,1,2028,1
REGION1,DEMAGRNGS,NGS,1,2029,1
REGION1,DEMAGRNGS,NGS,1,2030,1
REGION1,DEMAGRNGS,NGS,1,2031,1
REGION1,DEMAGRNGS,NGS,1,2032,1
REGION1,DEMAGRNGS,NGS,1,2033,1
REGION1,DEMAGRNGS,NGS,1,2034,1
REGION1,DEMAGRNGS,NGS,1,2035,1
REGION1,DEMAGRNGS,NGS,1,2036,1
REGION1,DEMAGRNGS,NGS,1,2037,1
REGION1,DEMAGRNGS,NGS,1,2038,1
REGION1,DEMAGRNGS,NGS,1,2039,1
REGION1,DEMAGRNGS,NGS,1,2040,1
REGION1,DEMAGRNGS,NGS,1,2041,1
REGION1,DEMAGRNGS,NGS,1,2042,1
REGION1,DEMAGRNGS,NGS,1,2043,1
REGION1,DEMAGRNGS,NGS,1,2044,1
REGION1,DEMAGRNGS,NGS,1,2045,1
REGION1,DEMAGRNGS,NGS,1,2046,1
REGION1,DEMAGRNGS,NGS,1,2047,1
REGION1,DEMAGRNGS,NGS,1,2048,1
REGION1,DEMAGRNGS,NGS,1,2049,1
REGION1,DEMAGRNGS,NGS,1,2050,1
REGION1,DEMAGRELCB02,ELCB02,1,2020,1
REGION1,DEMAGRELCB02,ELCB02,1,2021,1
REGION1,DEMAGRELCB02,ELCB02,1,2022,1
REGION1,DEMAGRELCB02,ELCB02,1,2023,1
REGION1,DEMAGRELCB02,ELCB02,1,2024,1
REGION1,DEMAGRELCB02,ELCB02,1,2025,1
REGION1,DEMAGRELCB02,ELCB02,1,2026,1
REGION1,DEMAGRELCB02,ELCB02,1,2027,1
REGION1,DEMAGRELCB02,ELCB02,1,2028,1
REGION1,DEMAGRELCB02,ELCB02,1,2029,1
REGION1,DEMAGRELCB02,ELCB02,1,2030,1
REGION1,DEMAGRELCB02,ELCB02,1,2031,1
REGION1,DEMAGRELCB02,ELCB02,1,2032,1
REGION1,DEMAGRELCB02,ELCB02,1,2033,1
REGION1,DEMAGRELCB02,ELCB02,1,2034,1
REGION1,DEMAGRELCB02,ELCB02,1,2035,1
REGION1,DEMAGRELCB02,ELCB02,1,2036,1
REGION1,DEMAGRELCB02,ELCB02,1,2037,1
REGION1,DEMAGRELCB02,ELCB02,1,2038,1
REGION1,DEMAGRELCB02,ELCB02,1,2039,1
REGION1,DEMAGRELCB02,ELCB02,1,2040,1
REGION1,DEMAGRELCB02,ELCB02,1,2041,1
REGION1,DEMAGRELCB02,ELCB02,1,2042,1
REGION1,DEMAGRELCB02,ELCB02,1,2043,1
REGION1,DEMAGRELCB02,ELCB02,1,2044,1
REGION1,DEMAGRELCB02,ELCB02,1,2045,1
REGION1,DEMAGRELCB02,ELCB02,1,2046,1
REGION1,DEMAGRELCB02,ELCB02,1,2047,1
REGION1,DEMAGRELCB02,ELCB02,1,2048,1
REGION1,DEMAGRELCB02,ELCB02,1,2049,1
REGION1,DEMAGRELCB02,ELCB02,1,2050,1
REGION1,DEMTRAGSL,GSL,1,2020,1
REGION1,DEMTRAGSL,GSL,1,2021,1
REGION1,DEMTRAGSL,GSL,1,2022,1
REGION1,DEMTRAGSL,GSL,1,2023,1
REGION1,DEMTRAGSL,GSL,1,2024,1
REGION1,DEMTRAGSL,GSL,1,2025,1
REGION1,DEMTRAGSL,GSL,1,2026,1
REGION1,DEMTRAGSL,GSL,1,2027,1
REGION1,DEMTRAGSL,GSL,1,2028,1
REGION1,DEMTRAGSL,GSL,1,2029,1
REGION1,DEMTRAGSL,GSL,1,2030,1
REGION1,DEMTRAGSL,GSL,1,2031,1
REGION1,DEMTRAGSL,GSL,1,2032,1
REGION1,DEMTRAGSL,GSL,1,2033,1
REGION1,DEMTRAGSL,GSL,1,2034,1
REGION1,DEMTRAGSL,GSL,1,2035,1
REGION1,DEMTRAGSL,GSL,1,2036,1
REGION1,DEMTRAGSL,GSL,1,2037,1
REGION1,DEMTRAGSL,GSL,1,2038,1
REGION1,DEMTRAGSL,GSL,1,2039,1
REGION1,DEMTRAGSL,GSL,1,2040,1
REGION1,DEMTRAGSL,GSL,1,2041,1
REGION1,DEMTRAGSL,GSL,1,2042,1
REGION1,DEMTRAGSL,GSL,1,2043,1
REGION1,DEMTRAGSL,GSL,1,2044,1
REGION1,DEMTRAGSL,GSL,1,2045,1
REGION1,DEMTRAGSL,GSL,1,2046,1
REGION1,DEMTRAGSL,GSL,1,2047,1
REGION1,DEMTRAGSL,GSL,1,2048,1
REGION1,DEMTRAGSL,GSL,1,2049,1
REGION1,DEMTRAGSL,GSL,1,2050,1
REGION1,DEMTRADSL,DSL,1,2020,1
REGION1,DEMTRADSL,DSL,1,2021,1
REGION1,DEMTRADSL,DSL,1,2022,1
REGION1,DEMTRADSL,DSL,1,2023,1
REGION1,DEMTRADSL,DSL,1,2024,1
REGION1,DEMTRADSL,DSL,1,2025,1
REGION1,DEMTRADSL,DSL,1,2026,1
REGION1,DEMTRADSL,DSL,1,2027,1
REGION1,DEMTRADSL,DSL,1,2028,1
REGION1,DEMTRADSL,DSL,1,2029,1
REGION1,DEMTRADSL,DSL,1,2030,1
REGION1,DEMTRADSL,DSL,1,2031,1
REGION1,DEMTRADSL,DSL,1,2032,1
REGION1,DEMTRADSL,DSL,1,2033,1
REGION1,DEMTRADSL,DSL,1,2034,1
REGION1,DEMTRADSL,DSL,1,2035,1
REGION1,DEMTRADSL,DSL,1,2036,1
REGION1,DEMTRADSL,DSL,1,2037,1
REGION1,DEMTRADSL,DSL,1,2038,1
REGION1,DEMTRADSL,DSL,1,2039,1
REGION1,DEMTRADSL,DSL,1,2040,1
REGION1,DEMTRADSL,DSL,1,2041,1
REGION1,DEMTRADSL,DSL,1,2042,1
REGION1,DEMTRADSL,DSL,1,2043,1
REGION1,DEMTRADSL,DSL,1,2044,1
REGION1,DEMTRADSL,DSL,1,2045,1
REGION1,DEMTRADSL,DSL,1,2046,1
REGION1,DEMTRADSL,DSL,1,2047,1
REGION1,DEMTRADSL,DSL,1,2048,1
REGION1,DEMTRADSL,DSL,1,2049,1
REGION1,DEMTRADSL,DSL,1,2050,1
REGION1,DEMTRAHFO,HFO,1,2020,1
REGION1,DEMTRAHFO,HFO,1,2021,1
REGION1,DEMTRAHFO,HFO,1,2022,1
REGION1,DEMTRAHFO,HFO,1,2023,1
REGION1,DEMTRAHFO,HFO,1,2024,1
REGION1,DEMTRAHFO,HFO,1,2025,1
REGION1,DEMTRAHFO,HFO,1,2026,1
REGION1,DEMTRAHFO,HFO,1,2027,1
REGION1,DEMTRAHFO,HFO,1,2028,1
REGION1,DEMTRAHFO,HFO,1,2029,1
REGION1,DEMTRAHFO,HFO,1,2030,1
