REGION,TIMESLICE,FUEL,YEAR,VALUE
REGION1,SEA4D,COMELCB02,2047,9.59231
REGION1,SEA4D,COMELCB02,2048,9.65328
REGION1,SEA4D,COMELCB02,2049,9.71425
REGION1,SEA4D,COMELCB02,2050,9.77522
REGION1,SEA4D,TRAELCB02,2020,0.1612
REGION1,SEA4D,TRAELCB02,2021,0.2106
REGION1,SEA4D,TRAELCB02,2022,0.2704
REGION1,SEA4D,TRAELCB02,2023,0.3432
REGION1,SEA4D,TRAELCB02,2024,0.4238
REGION1,SEA4D,TRAELCB02,2025,0.5278
REGION1,SEA4D,TRAELCB02,2026,0.6331
REGION1,SEA4D,TRAELCB02,2027,0.7449
REGION1,SEA4D,TRAELCB02,2028,0.8593
REGION1,SEA4D,TRAELCB02,2029,0.9867
REGION1,SEA4D,TRAELCB02,2030,1.1297
REGION1,SEA4D,TRAELCB02,2031,1.287
REGION1,SEA4D,TRAELCB02,2032,1.4625
REGION1,SEA4D,TRAELCB02,2033,1.6653
REGION1,SEA4D,TRAELCB02,2034,1.8668
REGION1,SEA4D,TRAELCB02,2035,2.0852
REGION1,SEA4D,TRAELCB02,2036,2.3205
REGION1,SEA4D,TRAELCB02,2037,2.5727
REGION1,SEA4D,TRAELCB02,2038,2.8496
REGION1,SEA4D,TRAELCB02,2039,3.1395
REGION1,SEA4D,TRAELCB02,2040,3.4346
REGION1,SEA4D,TRAELCB02,2041,3.54835
REGION1,SEA4D,TRAELCB02,2042,3.77897
REGION1,SEA4D,TRAELCB02,2043,4.00959
REGION1,SEA4D,TRAELCB02,2044,4.24008
REGION1,SEA4D,TRAELCB02,2045,4.4707
REGION1,SEA4D,TRAELCB02,2046,4.70132
REGION1,SEA4D,TRAELCB02,2047,4.93181
REGION1,SEA4D,TRAELCB02,2048,5.16243
REGION1,SEA4D,TRAELCB02,2049,5.39305
REGION1,SEA4D,TRAELCB02,2050,5.62367
REGION1,SEA4N,INDELCB02,2020,16.1824
REGION1,SEA4N,INDELCB02,2021,16.224
REGION1,SEA4N,INDELCB02,2022,16.2832
REGION1,SEA4N,INDELCB02,2023,16.376
REGION1,SEA4N,INDELCB02,2024,16.6528
REGION1,SEA4N,INDELCB02,2025,16.9904
REGION1,SEA4N,INDELCB02,2026,17.5376
REGION1,SEA4N,INDELCB02,2027,17.5312
REGION1,SEA4N,INDELCB02,2028,17.4576
REGION1,SEA4N,INDELCB02,2029,17.36
REGION1,SEA4N,INDELCB02,2030,17.5392
REGION1,SEA4N,INDELCB02,2031,17.8208
REGION1,SEA4N,INDELCB02,2032,18.0736
REGION1,SEA4N,INDELCB02,2033,17.9856
REGION1,SEA4N,INDELCB02,2034,17.8096
REGION1,SEA4N,INDELCB02,2035,17.6608
REGION1,SEA4N,INDELCB02,2036,17.528
REGION1,SEA4N,INDELCB02,2037,17.4128
REGION1,SEA4N,INDELCB02,2038,17.3344
REGION1,SEA4N,INDELCB02,2039,17.2576
REGION1,SEA4N,INDELCB02,2040,17.1808
REGION1,SEA4N,INDELCB02,2041,17.1808
REGION1,SEA4N,INDELCB02,2042,17.11088
REGION1,SEA4N,INDELCB02,2043,17.04112
REGION1,SEA4N,INDELCB02,2044,16.9712
REGION1,SEA4N,INDELCB02,2045,16.90128
REGION1,SEA4N,INDELCB02,2046,16.83136
REGION1,SEA4N,INDELCB02,2047,16.76144
REGION1,SEA4N,INDELCB02,2048,16.69152
REGION1,SEA4N,INDELCB02,2049,16.6216
REGION1,SEA4N,INDELCB02,2050,16.55168
REGION1,SEA4N,RESELCB02,2020,11.9152
REGION1,SEA4N,RESELCB02,2021,12.1808
REGION1,SEA4N,RESELCB02,2022,12.4336
REGION1,SEA4N,RESELCB02,2023,12.7136
REGION1,SEA4N,RESELCB02,2024,12.9712
REGION1,SEA4N,RESELCB02,2025,13.2288
REGION1,SEA4N,RESELCB02,2026,13.472
REGION1,SEA4N,RESELCB02,2027,13.6896
REGION1,SEA4N,RESELCB02,2028,13.8512
REGION1,SEA4N,RESELCB02,2029,14.0
REGION1,SEA4N,RESELCB02,2030,14.1488
REGION1,SEA4N,RESELCB02,2031,14.2736
REGION1,SEA4N,RESELCB02,2032,14.4
REGION1,SEA4N,RESELCB02,2033,14.5456
REGION1,SEA4N,RESELCB02,2034,14.64
REGION1,SEA4N,RESELCB02,2035,14.7232
REGION1,SEA4N,RESELCB02,2036,14.8
REGION1,SEA4N,RESELCB02,2037,14.8752
REGION1,SEA4N,RESELCB02,2038,14.9584
REGION1,SEA4N,RESELCB02,2039,15.0368
REGION1,SEA4N,RESELCB02,2040,15.1072
REGION1,SEA4N,RESELCB02,2041,15.24656
REGION1,SEA4N,RESELCB02,2042,15.34064
REGION1,SEA4N,RESELCB02,2043,15.43456
REGION1,SEA4N,RESELCB02,2044,15.52848
REGION1,SEA4N,RESELCB02,2045,15.62256
REGION1,SEA4N,RESELCB02,2046,15.71648
REGION1,SEA4N,RESELCB02,2047,15.81056
REGION1,SEA4N,RESELCB02,2048,15.90448
REGION1,SEA4N,RESELCB02,2049,15.99856
REGION1,SEA4N,RESELCB02,2050,16.09248
REGION1,SEA4N,COMELCB02,2020,9.12
REGION1,SEA4N,COMELCB02,2021,9.3264
REGION1,SEA4N,COMELCB02,2022,9.4976
REGION1,SEA4N,COMELCB02,2023,9.6384
REGION1,SEA4N,COMELCB02,2024,9.7536
REGION1,SEA4N,COMELCB02,2025,9.8704
REGION1,SEA4N,COMELCB02,2026,10.0048
REGION1,SEA4N,COMELCB02,2027,10.144
REGION1,SEA4N,COMELCB02,2028,10.2576
REGION1,SEA4N,COMELCB02,2029,10.3808
REGION1,SEA4N,COMELCB02,2030,10.4992
REGION1,SEA4N,COMELCB02,2031,10.5888
REGION1,SEA4N,COMELCB02,2032,10.6768
REGION1,SEA4N,COMELCB02,2033,10.7856
REGION1,SEA4N,COMELCB02,2034,10.856
REGION1,SEA4N,COMELCB02,2035,10.9232
REGION1,SEA4N,COMELCB02,2036,10.9904
REGION1,SEA4N,COMELCB02,2037,11.0512
REGION1,SEA4N,COMELCB02,2038,11.1264
REGION1,SEA4N,COMELCB02,2039,11.1936
REGION1,SEA4N,COMELCB02,2040,11.264
REGION1,SEA4N,COMELCB02,2041,11.35536
REGION1,SEA4N,COMELCB02,2042,11.43056
REGION1,SEA4N,COMELCB02,2043,11.5056
REGION1,SEA4N,COMELCB02,2044,11.58064
REGION1,SEA4N,COMELCB02,2045,11.65568
REGION1,SEA4N,COMELCB02,2046,11.73072
REGION1,SEA4N,COMELCB02,2047,11.80592
REGION1,SEA4N,COMELCB02,2048,11.88096
REGION1,SEA4N,COMELCB02,2049,11.956
REGION1,SEA4N,COMELCB02,2050,12.03104
REGION1,SEA4N,TRAELCB02,2020,0.1984
REGION1,SEA4N,TRAELCB02,2021,0.2592
REGION1,SEA4N,TRAELCB02,2022,0.3328
REGION1,SEA4N,TRAELCB02,2023,0.4224
REGION1,SEA4N,TRAELCB02,2024,0.5216
REGION1,SEA4N,TRAELCB02,2025,0.6496
REGION1,SEA4N,TRAELCB02,2026,0.7792
REGION1,SEA4N,TRAELCB02,2027,0.9168
REGION1,SEA4N,TRAELCB02,2028,1.0576
REGION1,SEA4N,TRAELCB02,2029,1.2144
REGION1,SEA4N,TRAELCB02,2030,1.3904
REGION1,SEA4N,TRAELCB02,2031,1.584
REGION1,SEA4N,TRAELCB02,2032,1.8
REGION1,SEA4N,TRAELCB02,2033,2.0496
REGION1,SEA4N,TRAELCB02,2034,2.2976
REGION1,SEA4N,TRAELCB02,2035,2.5664
REGION1,SEA4N,TRAELCB02,2036,2.856
REGION1,SEA4N,TRAELCB02,2037,3.1664
REGION1,SEA4N,TRAELCB02,2038,3.5072
REGION1,SEA4N,TRAELCB02,2039,3.864
REGION1,SEA4N,TRAELCB02,2040,4.2272
REGION1,SEA4N,TRAELCB02,2041,4.3672
REGION1,SEA4N,TRAELCB02,2042,4.65104
REGION1,SEA4N,TRAELCB02,2043,4.93488
REGION1,SEA4N,TRAELCB02,2044,5.21856
REGION1,SEA4N,TRAELCB02,2045,5.5024
REGION1,SEA4N,TRAELCB02,2046,5.78624
REGION1,SEA4N,TRAELCB02,2047,6.06992
REGION1,SEA4N,TRAELCB02,2048,6.35376
REGION1,SEA4N,TRAELCB02,2049,6.6376
REGION1,SEA4N,TRAELCB02,2050,6.92144
